Waterbody_ID,SI_ID,Effort,Fish_Number,Trophic_Category,Taxonomic_ID_Code,Taxonomic_ID_Text,FLEN,TLEN,RWT,d13C,d13C_corr,d15N,CN_Ratio,Source_Project_for_Data,Source_Organization_or_Individual,Date.of.Primary,Area,Depmax,Depmn,Secchi_Spr,TDS,DD5_8110,MAT_8110,pLittoral,Max_surface_Temp,Thermo_Obs,Thermo_Pred,Hypo_Space_Vol_obs,Hypo_Space_Vol_pred,TP,pH,Conductivity,SppRichness,pArea_epi,TOHA,DistancetoRoad..km.,Strahler,Shreve,MeanElev,Number.AIS.spp,AIS.Name,DIC,DOC,Precip,Julian_Day,mean_d13C_zp,std_d13C_zp,mean_d13C_zp_corr,std_d13C_zp_corr,mean_d15N_zp,std_d15N_zp,mean_d13C_mu,std_d13C_mu,mean_d13C_mu_corr,std_d13C_mu_corr,mean_d15N_mu,std_d15N_mu,mean_d13C_sn,std_d13C_sn,mean_d13C_sn_corr,std_d13C_sn_corr,mean_d15N_sn,std_d15N_sn,mean_d13C_ma,std_d13C_ma,mean_d13C_ma_corr,std_d13C_ma_corr,mean_d15N_ma,std_d15N_ma,mean_d13C_am,std_d13C_am,mean_d13C_am_corr,std_d13C_am_corr,mean_d15N_am,std_d15N_am,mean_d13C_ca,std_d13C_ca,mean_d13C_ca_corr,std_d13C_ca_corr,mean_d15N_ca,std_d15N_ca,mean_d13C_in,std_d13C_in,mean_d13C_in_corr,std_d13C_in_corr,mean_d15N_in,std_d15N_in
17-6187-49397,BAS011,5,9,PRED,316,SmallmouthBass,NA,NA,NA,-28.05,-28.05,14.84,3.32,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS012,5,10,PRED,316,SmallmouthBass,NA,NA,NA,-28.84,-28.84,14.76,3.18,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS013,5,11,PRED,316,SmallmouthBass,NA,NA,NA,-28.08,-27.7766,14.49,3.66,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS014,5,12,PRED,317,LargemouthBass,NA,NA,NA,-27.81,-27.81,14.65,3.25,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS015A,5,13,PRED,317,LargemouthBass,NA,NA,NA,-27.79,-27.79,14.8,3.24,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS016,5,14,PRED,317,LargemouthBass,NA,NA,NA,-28.49,-28.49,14.31,3.2,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS017,9,1,PRED,317,LargemouthBass,NA,NA,NA,-26.63,-26.63,14.62,3.24,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS018,9,2,PRED,317,LargemouthBass,NA,NA,NA,-26.53,-26.53,13.93,3.3,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS019,9,3,PRED,317,LargemouthBass,455,470,1551,-26.8,-26.8,15.09,3.06,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS020,9,4,PRED,317,LargemouthBass,272,282,388,-28.47,-28.47,14.62,3.18,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS021,NA,NA,LFF,194,GoldenShiner,130,NA,NA,-27.21,-27.21,10.85,3.28,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS022,NA,NA,LFF,194,GoldenShiner,130,NA,NA,-27.18,-27.18,10.27,3.31,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS023,NA,NA,LFF,194,GoldenShiner,130,NA,NA,-27.75,-27.75,10.58,3.49,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS024,NA,NA,LFF,194,GoldenShiner,130,NA,NA,-27.4,-27.4,10.21,3.35,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS025,NA,NA,LFF,194,GoldenShiner,95,NA,NA,-28.08,-28.08,11.16,3.31,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS026,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.04,-28.04,13.03,3.36,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS027,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.33,-28.33,12.91,3.36,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS028A,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.8,-28.8,13.09,3.3,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS029,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.38,-28.2053,11.58,3.53,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS030,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.26,-28.26,12.1,3.42,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS031,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.95,-28.95,11.82,3.31,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS032,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.3,-28.3,12.4,3.31,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS033,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.99,-28.99,11.48,3.36,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS034,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.55,-28.55,12.6,3.35,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS035,NA,NA,LFF,331,YellowPerch,80,NA,NA,-28.78,-28.78,11.87,3.27,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS036,NA,NA,LFF,331,YellowPerch,95,NA,NA,-28.36,-28.36,11.88,3.27,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17-6187-49397,BAS037,NA,NA,LFF,331,YellowPerch,95,NA,NA,-27.91,-27.91,13.46,3.28,BSM_Project,OMNRF_and_Lauren_Jarvis,10-Sep-12,550,9.1,3.4,6.8,191.808,2008,6.9,0.707,23.299,NA,7.019573454,NA,< 0.01,7.7,8.1,288,14,0.915750287,0.000554314,0.74,4,32,252,1,Zebra mussel ,33.4,5.9,1006,253,-32.82,NA,-27.329,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
